ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance,WD_FirstBus,WD_LastBus,SAT_FirstBus,SAT_LastBus,SUN_FirstBus,SUN_LastBus,RoadName,Description,Latitude,Longitude
188,SMRT,1,18,43699,7.0,0557,2324,0555,2324,0554,2323,Bt Batok Ave 1,Blk 298,1.34475341160997,103.74628307427524
188,SMRT,1,19,28629,7.4,0558,2325,0556,2325,0555,2324,Jurong East Ctrl,Blk 266,1.34195331167525,103.74424995812674
188,SMRT,1,20,28631,7.6,0559,2326,0557,2326,0556,2325,Toh Guan Rd,Opp Blk 288D,1.34053157728505,103.74418616293988
188,SMRT,1,21,28641,7.9,0601,2328,0559,2328,0558,2327,Toh Guan Rd,Blk 284,1.33917889755759,103.74610320575732
188,SMRT,1,22,28651,8.5,0602,2329,0600,2329,0559,2328,Toh Guan Rd,Opp IMM Bldg,1.33515192012369,103.74794188238828
188,SMRT,1,23,28049,9.1,0604,2330,0601,2330,0600,2329,Boon Lay Way,Opp The Synergy,1.33069921313648,103.7481034124348
188,SMRT,1,24,28039,9.5,0605,2331,0602,2331,0601,2330,Boon Lay Way,Aft Boon Lay Sub Stn,1.3280750000324,103.75140833297368
188,SMRT,1,25,28029,9.8,0606,2332,0603,2331,0602,2330,Boon Lay Way,8 @ TRADEHUB 21,1.32688998200812,103.7543602766846
188,SMRT,1,26,28019,10.4,0608,2333,0604,2333,0603,2332,C'wealth Ave West,Aft Toh Tuck Ave,1.32492720506757,103.75894333173954
188,SMRT,1,27,20109,11.0,0609,2335,0606,2334,0605,2333,C'wealth Ave West,Blk 203,1.32085220079341,103.76206999856429
188,SMRT,1,28,17051,11.4,0611,2336,0607,2335,0606,2334,Clementi Ave 6,Opp Regent Pk,1.31726409983754,103.7624014564888
188,SMRT,1,29,20019,11.9,0612,2337,0608,2336,0607,2335,AYE,Blk 431,1.31357611099308,103.7615108330155
188,SMRT,1,30,17149,12.2,0613,2337,0609,2336,0607,2336,AYE,Blk 426,1.31171515103681,103.76346179699716
188,SMRT,1,31,17139,12.6,0615,2338,0610,2337,0608,2337,AYE,Aft Clementi Swim Cplx,1.30903304650021,103.7658699915105
188,SMRT,1,32,17191,13.2,0617,2340,0611,2339,0610,2338,Clementi Rd,NUS High Sch,1.305669444,103.7698914
188,SMRT,1,33,16159,13.9,0619,2341,0613,2340,0611,2340,Clementi Rd,NUS Fac Of Engrg,1.30060333385651,103.77017032679848
188,SMRT,1,34,16149,14.2,0620,2342,0614,2341,0612,2341,Clementi Rd,NUS Fac Of Architecture,1.29781833402646,103.76994027003138
188,SMRT,1,35,16139,14.5,0621,2342,0614,2341,0612,2341,Clementi Rd,Bef Kent Ridge Ter,1.29537944399618,103.76974861100446
188,SMRT,1,36,16089,15.0,0623,2344,0616,2343,0614,2343,Pasir Panjang Rd,Aft Clementi Rd,1.29201138346787,103.7690842071612
188,SMRT,1,37,16079,15.3,0623,2344,0616,2343,0614,2343,Pasir Panjang Rd,Bef Pasir Panjang PO,1.29138264862382,103.77129836184209
188,SMRT,1,38,16069,15.6,0624,2345,0617,2344,0615,2344,Pasir Panjang Rd,Heng Mui Keng Terr,1.290648611,103.7736967
188,SMRT,1,39,16059,15.9,0625,2345,0617,2344,0615,2344,Pasir Panjang Rd,Jamiyah Halfway Hse,1.28967266173408,103.77594136139504
188,SMRT,1,40,16049,16.1,0626,2346,0618,2345,0616,2345,Pasir Panjang Rd,WHITEHAVEN,1.28910696351866,103.77738952047318
188,SMRT,1,41,16039,16.3,0627,2346,0618,2345,0616,2345,Pasir Panjang Rd,S'pore Science Pk II,1.28799020188116,103.77872029260048
188,SMRT,1,42,16029,16.6,0628,2347,0619,2346,0617,2346,Pasir Panjang Rd,Gloria Mansion,1.28608472200879,103.78022138902948
188,SMRT,1,43,16019,17.1,0630,2348,0620,2347,0618,2347,Pasir Panjang Rd,Haw Par Villa Stn,1.28278078585184,103.78217614858188
188,SMRT,1,44,16209,17.3,0630,2349,0621,2348,0619,2348,Pasir Panjang Rd,HORIZON RESIDENCES,1.28159092769912,103.78400650244838
188,SMRT,1,45,15229,17.6,0632,2350,0622,2349,0620,2349,Pasir Panjang Rd,Bef Sth Buona Vista Rd,1.27937638961898,103.78572727156028
188,SMRT,1,46,15219,17.8,0632,2350,0622,2349,0620,2349,Pasir Panjang Rd,Pasir View Pk,1.27818114088895,103.7870103120688
188,SMRT,1,47,15209,18.2,0633,2351,0623,2350,0621,2350,Pasir Panjang Rd,Bef Pasir Panjang Stn,1.27706561928684,103.79023432729964
188,SMRT,1,48,15199,18.5,0634,2351,0624,2351,0622,2351,Pasir Panjang Rd,Opp Currency Hse,1.27604240853686,103.79318399639808
188,SMRT,1,49,15169,19.0,0635,2352,0625,2352,0623,2352,Pasir Panjang Rd,Harbourside Ind Bldg 2,1.27481499269165,103.79673994290197
188,SMRT,1,50,15159,19.2,0636,2353,0625,2352,0623,2352,Pasir Panjang Rd,Mapletree Business City,1.27426303773784,103.79839350407596
188,SMRT,1,51,15149,19.5,0636,2353,0626,2353,0624,2353,Pasir Panjang Rd,Opp Labrador Pk Stn,1.27341871854745,103.80055546758588
188,SMRT,1,52,14189,19.9,0637,2354,0627,2354,0625,2354,Telok Blangah Rd,Aft Alexandra Rd,1.27269303340787,103.80398363214624
188,SMRT,1,53,14179,20.2,0638,2355,0628,2355,0626,2355,Telok Blangah Rd,Yeo's Bldg,1.27188454577735,103.80630000533796
188,SMRT,1,54,14169,20.6,0639,2356,0628,2355,0626,2355,Telok Blangah Rd,Opp Telok Blangah Stn,1.27118550385957,103.80941810434496
188,SMRT,1,55,14159,21.1,0640,2357,0629,2356,0627,2356,Telok Blangah Rd,Bef Chr Community Chapel,1.26994046445496,103.81315419081788
188,SMRT,1,56,14139,21.5,0642,2358,0631,2358,0629,2358,Telok Blangah Rd,Bef Seah Im Rd,1.2686352773503,103.81546952380808
188,SMRT,1,57,14009,21.9,0647,0002,0635,0002,0633,0002,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907407
188,SMRT,2,1,14009,0.0,0600,2330,0600,2330,0630,2330,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907407
188,SMRT,2,2,14131,0.4,0605,2334,0604,2334,0634,2334,Telok Blangah Rd,Caribbean at Keppel Bay,1.26740130257465,103.81675441150335
188,SMRT,2,3,14151,0.9,0606,2335,0605,2335,0635,2335,Telok Blangah Rd,Opp Chr Community Chapel,1.26964765905364,103.8129359412343
188,SMRT,2,4,14161,1.3,0607,2335,0606,2336,0636,2335,Telok Blangah Rd,Telok Blangah Stn,1.27075866533548,103.81009913005327
188,SMRT,2,5,14171,1.7,0608,2336,0607,2337,0636,2336,Telok Blangah Rd,Opp Yeo's Bldg,1.27145959833005,103.80654857059398
188,SMRT,2,6,15141,2.4,0610,2338,0609,2339,0638,2338,Pasir Panjang Rd,Labrador Pk Stn,1.27275860463579,103.80095947823813
188,SMRT,2,7,15151,2.7,0610,2338,0609,2339,0639,2338,Pasir Panjang Rd,Opp Mapletree Biz City,1.27389192906939,103.7982220898242
188,SMRT,2,8,15161,2.9,0611,2339,0610,2340,0639,2339,Pasir Panjang Rd,Pasir Panjang Ctr,1.27443806198132,103.79666055940478
188,SMRT,2,9,15191,3.4,0612,2340,0611,2341,0640,2340,Pasir Panjang Rd,Pasir Panjang Stn/Fc,1.27581227029734,103.7926357125798
188,SMRT,2,10,15201,3.7,0613,2340,0612,2342,0641,2340,Pasir Panjang Rd,Aft Pasir Panjang Stn,1.27680819120105,103.78970861437152
188,SMRT,2,11,15221,4.3,0615,2342,0614,2344,0643,2342,Pasir Panjang Rd,Aft Sth Buona Vista Rd,1.27949923466491,103.78548955401584
188,SMRT,2,12,16201,4.6,0615,2342,0614,2344,0643,2342,Pasir Panjang Rd,Barossa Gdns,1.28130063164133,103.78410758834184
188,SMRT,2,13,16011,4.9,0616,2343,0615,2345,0644,2343,Pasir Panjang Rd,Opp Haw Par Villa Stn,1.28277766355314,103.78186930413445
188,SMRT,2,14,16021,5.4,0617,2344,0616,2346,0645,2344,Pasir Panjang Rd,Opp Gloria Mansion,1.28625793147796,103.779810276938
188,SMRT,2,15,16031,5.7,0618,2345,0617,2347,0645,2344,Pasir Panjang Rd,Opp S'pore Science Pk II,1.28800629048399,103.77846479413628
188,SMRT,2,16,16041,5.9,0619,2345,0617,2347,0646,2345,Pasir Panjang Rd,OPP LUXE VILLE,1.2893086506189,103.77660095143266
188,SMRT,2,17,16051,6.2,0619,2346,0618,2348,0646,2345,Pasir Panjang Rd,The Crystal Tabernacle Ch,1.29014861601908,103.77426036615236
188,SMRT,2,18,16061,6.4,0620,2346,0618,2348,0646,2345,Pasir Panjang Rd,Opp Heng Mui Keng Terr,1.29046257201356,103.77356171611028
188,SMRT,2,19,16071,6.6,0621,2347,0619,2349,0647,2346,Pasir Panjang Rd,Opp Pasir Panjang PO,1.29129940835907,103.77117221155989
188,SMRT,2,20,16081,6.9,0622,2348,0620,2350,0648,2347,Pasir Panjang Rd,Aft Palm Green Condo,1.29195777797363,103.76866138900289
188,SMRT,2,21,16131,7.3,0623,2348,0620,2350,0648,2347,Clementi Rd,Opp Kent Ridge Ter,1.29487639088562,103.76935201010454
188,SMRT,2,22,16141,7.6,0623,2349,0621,2351,0649,2348,Clementi Rd,Tentera Diraja Mque,1.29786833526113,103.769595236506
188,SMRT,2,23,16151,7.9,0624,2350,0622,2352,0650,2349,Clementi Rd,The Japanese Pr Sch,1.30076138899694,103.76993555602373
188,SMRT,2,24,17121,8.5,0626,2351,0623,2353,0651,2350,AYE,Blk 610,1.30476410258543,103.76944539352432
188,SMRT,2,25,17131,9.0,0627,2352,0624,2354,0652,2351,AYE,Clementi Flyover,1.3080413890204,103.7659111110208
188,SMRT,2,26,17141,9.4,0628,2353,0625,2355,0653,2352,AYE,Clementi Stadium,1.3109950000148,103.76349999999258
188,SMRT,2,27,17059,10.3,0631,2356,0627,2358,0655,2355,Clementi Ave 6,Regent Pk,1.31694333299923,103.76170111103328
188,SMRT,2,28,20101,10.7,0632,2356,0627,2358,0655,2355,C'wealth Ave West,Nan Hua Pr Sch,1.31993714188512,103.76221926730372
188,SMRT,2,29,28011,11.3,0633,2358,0629,2359,0656,2356,C'wealth Ave West,BEF TOH TUCK AVE,1.32425805601593,103.7591472219987
188,SMRT,2,30,28021,11.8,0635,2359,0630,2400,0657,2357,Boon Lay Way,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596
188,SMRT,2,31,28031,12.3,0637,2400,0631,0001,0658,2358,Boon Lay Way,Bef The Synergy,1.32790100001681,103.75101499996688
188,SMRT,2,32,28041,12.7,0638,0001,0632,0002,0659,2359,Boon Lay Way,The Synergy,1.33008349967851,103.74828366332322
188,SMRT,2,33,28659,13.3,0640,0002,0634,0003,0700,2400,Toh Guan Rd,IMM Bldg,1.33446189256828,103.74767782537164
188,SMRT,2,34,28649,14.0,0615,0004,0636,0005,0702,0002,Toh Guan Rd,Blk 286A,1.33901303401774,103.7460343930108
188,SMRT,2,35,28639,14.3,0616,0004,0637,0005,0703,0003,Toh Guan Rd,Blk 288E,1.34045649755771,103.74395996871245
188,SMRT,2,36,28621,14.5,0616,0005,0637,0006,0703,0003,Jurong East Ctrl,Blk 241,1.34154348249683,103.74358012428006
188,SMRT,2,37,43691,15.0,0619,0007,0640,0008,0706,0006,Bt Batok Ave 1,Blk 190,1.34490189049397,103.74605567060456
188,SMRT,2,38,43379,15.4,0620,0008,0641,0009,0707,0007,Bt Batok West Ave 6,Blk 185,1.34716553724092,103.74518662694209
188,SMRT,2,39,43329,15.7,0621,0009,0642,0010,0708,0008,Bt Batok West Ave 6,Blk 146,1.34976204246765,103.74483998148368
188,SMRT,2,40,43409,16.1,0623,0010,0643,0011,0709,0009,Bt Batok West Ave 3,Opp Blk 127,1.35235542005389,103.74623591627208
188,SMRT,2,41,43469,16.7,0626,0012,0645,0013,0711,0011,Bt Batok West Ave 2,Bef Bt Batok West Ave 5,1.35546802880026,103.74730862146367
188,SMRT,2,42,43479,17.0,0627,0012,0645,0013,0711,0011,Bt Batok West Ave 2,Opp Blk 305,1.35765247384472,103.74723575988492
188,SMRT,2,43,43489,17.3,0628,0013,0646,0014,0712,0012,Bt Batok West Ave 2,Opp Blk 315,1.35978620558748,103.74635170320164
188,SMRT,2,44,43499,17.7,0630,0014,0647,0015,0713,0013,Bt Batok West Ave 4,Blk 419,1.36259558126251,103.74686723054008
188,SMRT,2,45,43839,18.1,0631,0016,0649,0017,0715,0015,Bt Batok West Ave 7,Opp Blk 336,1.36527346533705,103.74824970624866
188,SMRT,2,46,43649,18.4,0633,0017,0650,0018,0716,0016,Bt Batok West Ave 7,HomeTeamNS,1.36545844046425,103.7506020069351
188,SMRT,2,47,43521,18.7,0634,0017,0650,0019,0716,0016,Bt Batok West Ave 5,Bt Batok Driving Ctr,1.36756037490262,103.750164221858
188,SMRT,2,48,44161,19.2,0636,0019,0652,0020,0718,0018,Bt Batok Rd,Aft Bt Batok West Ave 5,1.37071120082306,103.74995297031272
188,SMRT,2,49,44151,19.7,0638,0020,0653,0022,0719,0019,Bt Batok Rd,Opp Bt Batok Fire Stn,1.37392273953012,103.75223395114868
188,SMRT,2,50,44129,20.3,0640,0022,0655,0024,0721,0021,Choa Chu Kang Way,Opp Blk 113,1.37741713631203,103.7509269724908
188,SMRT,2,51,44449,20.7,0642,0023,0656,0025,0722,0022,Choa Chu Kang Way,Opp Blks 237/239,1.37889232196067,103.74762704486072
188,SMRT,2,52,44459,21.1,0643,0025,0658,0026,0723,0024,Choa Chu Kang Way,Opp South View Stn,1.38028731431529,103.74454562435122
188,SMRT,2,53,44469,21.4,0645,0026,0659,0028,0724,0025,Choa Chu Kang Way,Blk 414,1.38243888902379,103.74275222200647
188,SMRT,2,54,44009,22.2,0651,0031,0704,0032,0729,0029,Choa Chu Kang Loop,Choa Chu Kang Int,1.38586897797184,103.74578895932125
188e,SMRT,1,1,44009,0.0,0708,0723,-,-,-,-,Choa Chu Kang Loop,Choa Chu Kang Int,1.38586897797184,103.74578895932125
188e,SMRT,1,2,44461,0.7,0709,0724,-,-,-,-,Choa Chu Kang Way,Blk 352,1.3825705560115,103.7430047219692
188e,SMRT,1,3,44451,1.0,0711,0726,-,-,-,-,Choa Chu Kang Way,Bef South View Stn,1.38077375279629,103.74424353296656
188e,SMRT,1,4,44441,1.4,0712,0727,-,-,-,-,Choa Chu Kang Way,Blk 239,1.37924285981093,103.74754322627454
188e,SMRT,1,5,44121,1.8,0714,0729,-,-,-,-,Choa Chu Kang Way,Blk 113,1.37769846227758,103.75093552549583
188e,SMRT,1,8,43641,3.8,0724,0739,-,-,-,-,Bt Batok West Ave 7,Opp HomeTeamNS,1.36530401539571,103.75026447996078
188e,SMRT,1,9,43831,4.1,0725,0740,-,-,-,-,Bt Batok West Ave 7,Blk 334,1.36512501870188,103.74788610102787
188e,SMRT,1,10,43491,4.3,0726,0741,-,-,-,-,Bt Batok West Ave 4,Blk 331,1.36395398644152,103.74714799810218
188e,SMRT,1,11,43481,4.8,0728,0743,-,-,-,-,Bt Batok West Ave 2,Blk 315,1.35992912103835,103.74637905142735
188e,SMRT,1,12,43471,5.1,0730,0745,-,-,-,-,Bt Batok West Ave 2,Blk 306,1.35796999999619,103.74730694399486
188e,SMRT,1,13,43461,5.4,0731,0746,-,-,-,-,Bt Batok West Ave 2,Aft Bt Batok West Ave 5,1.35504665794029,103.74749372345552
188e,SMRT,1,14,43401,5.9,0734,0749,-,-,-,-,Bt Batok West Ave 3,Bt Batok Polyclinic,1.35226498779767,103.74681637316732
188e,SMRT,1,15,43321,6.3,0735,0750,-,-,-,-,Bt Batok West Ave 6,Opp Blk 144,1.34990599565613,103.74510884287126
188e,SMRT,1,16,43371,6.7,0736,0751,-,-,-,-,Bt Batok West Ave 6,Blk 109,1.34682313984594,103.74590277613716
188e,SMRT,1,17,43699,7.0,0738,0753,-,-,-,-,Bt Batok Ave 1,Blk 298,1.34475341160997,103.74628307427524
188e,SMRT,1,18,28629,7.4,0739,0754,-,-,-,-,Jurong East Ctrl,Blk 266,1.34195331167525,103.74424995812674
188e,SMRT,1,19,28631,7.6,0739,0754,-,-,-,-,Toh Guan Rd,Opp Blk 288D,1.34053157728505,103.74418616293988
188e,SMRT,1,20,28641,7.9,0740,0755,-,-,-,-,Toh Guan Rd,Blk 284,1.33917889755759,103.74610320575732
188e,SMRT,1,21,28651,8.5,0741,0756,-,-,-,-,Toh Guan Rd,Opp IMM Bldg,1.33515192012369,103.74794188238828
188e,SMRT,1,25,20019,12.0,0751,0806,-,-,-,-,AYE,Blk 431,1.31357611099308,103.7615108330155
188e,SMRT,1,27,16159,14.0,0756,0811,-,-,-,-,Clementi Rd,NUS Fac Of Engrg,1.30060333385651,103.77017032679848
188e,SMRT,1,28,16149,14.3,0757,0812,-,-,-,-,Clementi Rd,NUS Fac Of Architecture,1.29781833402646,103.76994027003138
188e,SMRT,1,29,16139,14.6,0758,0813,-,-,-,-,Clementi Rd,Bef Kent Ridge Ter,1.29537944399618,103.76974861100446
188e,SMRT,1,32,15199,18.6,0808,0823,-,-,-,-,Pasir Panjang Rd,Opp Currency Hse,1.27604240853686,103.79318399639808
188e,SMRT,1,33,15169,19.1,0810,0825,-,-,-,-,Pasir Panjang Rd,Harbourside Ind Bldg 2,1.27481499269165,103.79673994290197
188e,SMRT,1,34,15159,19.3,0810,0825,-,-,-,-,Pasir Panjang Rd,Mapletree Business City,1.27426303773784,103.79839350407596
188e,SMRT,1,35,15149,19.6,0811,0826,-,-,-,-,Pasir Panjang Rd,Opp Labrador Pk Stn,1.27341871854745,103.80055546758588
188e,SMRT,1,37,14009,22.0,0818,0833,-,-,-,-,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907407
188R,SMRT,1,1,44009,0.0,-,-,0700,2200,0700,2200,Choa Chu Kang Loop,Choa Chu Kang Int,1.38586897797184,103.74578895932125
188R,SMRT,1,2,44461,0.4,-,-,0701,2201,0701,2201,Choa Chu Kang Way,Blk 352,1.3825705560115,103.7430047219692
188R,SMRT,1,3,44451,0.7,-,-,0702,2202,0702,2202,Choa Chu Kang Way,Bef South View Stn,1.38077375279629,103.74424353296656
188R,SMRT,1,4,44441,1.1,-,-,0704,2204,0704,2204,Choa Chu Kang Way,Blk 239,1.37924285981093,103.74754322627454
188R,SMRT,1,5,44121,1.5,-,-,0706,2206,0706,2206,Choa Chu Kang Way,Blk 113,1.37769846227758,103.75093552549583
188R,SMRT,1,8,43641,3.5,-,-,0715,2215,0715,2215,Bt Batok West Ave 7,Opp HomeTeamNS,1.36530401539571,103.75026447996078
188R,SMRT,1,9,43831,3.8,-,-,0715,2216,0715,2216,Bt Batok West Ave 7,Blk 334,1.36512501870188,103.74788610102787
188R,SMRT,1,10,43491,4.0,-,-,0716,2216,0716,2216,Bt Batok West Ave 4,Blk 331,1.36395398644152,103.74714799810218
188R,SMRT,1,11,43481,4.5,-,-,0718,2218,0718,2218,Bt Batok West Ave 2,Blk 315,1.35992912103835,103.74637905142735
188R,SMRT,1,12,43471,4.8,-,-,0719,2219,0719,2219,Bt Batok West Ave 2,Blk 306,1.35796999999619,103.74730694399486
188R,SMRT,1,13,43461,5.1,-,-,0720,2221,0720,2221,Bt Batok West Ave 2,Aft Bt Batok West Ave 5,1.35504665794029,103.74749372345552
188R,SMRT,1,14,43401,5.6,-,-,0722,2223,0722,2223,Bt Batok West Ave 3,Bt Batok Polyclinic,1.35226498779767,103.74681637316732
188R,SMRT,1,15,43321,6.0,-,-,0723,2224,0723,2224,Bt Batok West Ave 6,Opp Blk 144,1.34990599565613,103.74510884287126
188R,SMRT,1,16,43371,6.4,-,-,0724,2225,0724,2225,Bt Batok West Ave 6,Blk 109,1.34682313984594,103.74590277613716
188R,SMRT,1,17,43699,6.7,-,-,0725,2226,0725,2226,Bt Batok Ave 1,Blk 298,1.34475341160997,103.74628307427524
188R,SMRT,1,18,28629,7.1,-,-,0726,2227,0726,2227,Jurong East Ctrl,Blk 266,1.34195331167525,103.74424995812674
188R,SMRT,1,19,28631,7.3,-,-,0726,2227,0726,2227,Toh Guan Rd,Opp Blk 288D,1.34053157728505,103.74418616293988
188R,SMRT,1,20,28641,7.6,-,-,0727,2228,0727,2228,Toh Guan Rd,Blk 284,1.33917889755759,103.74610320575732
188R,SMRT,1,21,28651,8.2,-,-,0729,2230,0729,2230,Toh Guan Rd,Opp IMM Bldg,1.33515192012369,103.74794188238828
188R,SMRT,1,26,14169,19.5,-,-,0749,2250,0749,2250,Telok Blangah Rd,Opp Telok Blangah Stn,1.27118550385957,103.80941810434496
188R,SMRT,1,27,14129,20.9,-,-,0759,2258,0759,2258,Telok Blangah Rd,Harbourfront Stn Exit A,1.26607869101924,103.81977877391114
188R,SMRT,1,28,14519,23.4,-,-,0817,2314,0817,2314,Sentosa Gateway,Resorts World Sentosa,1.25352193438281,103.82570322127442
188R,SMRT,2,1,14519,0.0,-,-,0830,2330,0830,2330,Sentosa Gateway,Resorts World Sentosa,1.25352193438281,103.82570322127442
188R,SMRT,2,2,14121,2.3,-,-,0838,2338,0838,2338,Telok Blangah Rd,Opp HarbourFront Int,1.26591350024271,103.8192566062178
188R,SMRT,2,3,14161,3.6,-,-,0844,2343,0844,2343,Telok Blangah Rd,Telok Blangah Stn,1.27075866533548,103.81009913005327
188R,SMRT,2,8,28659,14.9,-,-,0904,0002,0904,0002,Toh Guan Rd,IMM Bldg,1.33446189256828,103.74767782537164
188R,SMRT,2,9,28649,15.6,-,-,0905,0003,0905,0003,Toh Guan Rd,Blk 286A,1.33901303401774,103.7460343930108
188R,SMRT,2,10,28639,15.9,-,-,0906,0004,0906,0004,Toh Guan Rd,Blk 288E,1.34045649755771,103.74395996871245
188R,SMRT,2,11,28621,16.1,-,-,0906,0004,0906,0004,Jurong East Ctrl,Blk 241,1.34154348249683,103.74358012428006
188R,SMRT,2,12,43691,16.6,-,-,0908,0005,0908,0005,Bt Batok Ave 1,Blk 190,1.34490189049397,103.74605567060456
188R,SMRT,2,13,43379,17.0,-,-,0909,0006,0909,0006,Bt Batok West Ave 6,Blk 185,1.34716553724092,103.74518662694209
188R,SMRT,2,14,43329,17.3,-,-,0910,0007,0910,0007,Bt Batok West Ave 6,Blk 146,1.34976204246765,103.74483998148368
188R,SMRT,2,15,43409,17.7,-,-,0911,0008,0911,0008,Bt Batok West Ave 3,Opp Blk 127,1.35235542005389,103.74623591627208
188R,SMRT,2,16,43469,18.3,-,-,0912,0009,0912,0009,Bt Batok West Ave 2,Bef Bt Batok West Ave 5,1.35546802880026,103.74730862146367
188R,SMRT,2,17,43479,18.6,-,-,0913,0010,0913,0010,Bt Batok West Ave 2,Opp Blk 305,1.35765247384472,103.74723575988492
188R,SMRT,2,18,43489,18.9,-,-,0914,0011,0914,0011,Bt Batok West Ave 2,Opp Blk 315,1.35978620558748,103.74635170320164
188R,SMRT,2,19,43499,19.3,-,-,0915,0012,0915,0012,Bt Batok West Ave 4,Blk 419,1.36259558126251,103.74686723054008
188R,SMRT,2,20,43839,19.7,-,-,0917,0013,0917,0013,Bt Batok West Ave 7,Opp Blk 336,1.36527346533705,103.74824970624866
188R,SMRT,2,21,43649,20.0,-,-,0918,0014,0918,0014,Bt Batok West Ave 7,HomeTeamNS,1.36545844046425,103.7506020069351
188R,SMRT,2,24,44129,21.9,-,-,0926,0021,0926,0021,Choa Chu Kang Way,Opp Blk 113,1.37741713631203,103.7509269724908
188R,SMRT,2,25,44449,22.3,-,-,0928,0023,0928,0023,Choa Chu Kang Way,Opp Blks 237/239,1.37889232196067,103.74762704486072
188R,SMRT,2,26,44459,22.7,-,-,0930,0024,0930,0024,Choa Chu Kang Way,Opp South View Stn,1.38028731431529,103.74454562435122
188R,SMRT,2,27,44469,23.0,-,-,0931,0025,0931,0025,Choa Chu Kang Way,Blk 414,1.38243888902379,103.74275222200647
188R,SMRT,2,28,44009,23.8,-,-,0934,0028,0934,0028,Choa Chu Kang Loop,Choa Chu Kang Int,1.38586897797184,103.74578895932125
189,TTS,1,1,43009,0.0,0545,0110,0545,0110,0545,0110,Bt Batok Ctrl,Bt Batok Int,1.34999354306126,103.75106190953444
189,TTS,1,2,43701,0.5,0547,0112,0547,0112,0547,0113,Bt Batok Ctrl,Blk 225,1.34847060052694,103.75201666213025
189,TTS,1,3,43389,1.0,0549,0114,0549,0113,0549,0114,Bt Batok Ave 1,Opp Blk 102,1.34760499094973,103.74834299093746
189,TTS,1,4,43519,1.4,0550,0115,0550,0114,0550,0115,Bt Batok East Ave 6,Opp Bt Batok Swim Cplx,1.34527424103226,103.74835776931135
189,TTS,1,5,43599,1.8,0551,0116,0551,0115,0551,0116,Bt Batok East Ave 6,Bt View Sec Sch,1.34513161798285,103.75190146961904
189,TTS,1,6,43509,2.2,0553,0117,0553,0117,0553,0118,Bt Batok St 23,Blk 291E,1.34359093090915,103.75436398130816
189,TTS,1,7,43219,2.5,0554,0118,0554,0118,0554,0119,Bt Batok St 23,Opp Sbst Bt Batok Depot,1.3413740257309,103.75446757134856
189,TTS,1,8,43319,2.9,0555,0119,0555,0119,0555,0120,Bt Batok St 23,Opp Midview Bldg,1.33972179277053,103.7574111060431
189,TTS,1,9,42319,3.3,0557,2326,0557,2326,0557,2326,Bt Batok East Ave 3,Burgundy Hill,1.33915373900693,103.7604384126988
189,TTS,1,10,12209,5.4,0601,2329,0601,2329,0600,2329,Clementi Ave 6,Opp Logishub @ Clementi,1.32653202760922,103.76429968220567
189,TTS,1,11,17379,6.1,0602,2330,0602,2330,0601,2330,Clementi Ave 6,Blk 304,1.32049089180327,103.76389432891798
189,TTS,1,12,17189,6.4,0603,2331,0603,2331,0602,2331,C'wealth Ave West,Blk 317,1.31790502165515,103.76406408827933
189,TTS,1,13,17179,6.7,0558,2332,0605,2333,0604,2333,C'wealth Ave West,Clementi Stn Exit B,1.31528191560846,103.76536000516928
189,TTS,1,14,17259,7.3,0600,2334,0607,2335,0606,2335,Clementi Ave 2,Opp Blk 460,1.31092798217655,103.76746074010758
189,TTS,1,15,17191,8.2,0601,2335,0609,2336,0608,2336,Clementi Rd,NUS High Sch,1.305669444,103.7698914
189,TTS,1,16,16991,8.7,0602,2336,0610,2337,0609,2337,Clementi Ave 1,Opp Nan Hua High Sch,1.30777929773028,103.7698858242306
189,TTS,1,17,16891,9.2,0603,2337,0611,2338,0610,2338,Clementi Ave 1,Opp Blk 420A,1.30982186660782,103.76816139829276
189,TTS,1,18,17161,9.7,0606,2340,0613,2340,0612,2340,C'wealth Ave West,Blk 455,1.31240993603605,103.76685476875124
189,TTS,1,19,17171,10.1,0608,2342,0615,2342,0614,2342,C'wealth Ave West,Clementi Stn Exit A,1.31497399268611,103.76502698264449
189,TTS,1,20,17181,10.4,0609,2343,0616,2343,0615,2343,C'wealth Ave West,Opp Blk 317,1.31749570803723,103.7638854582427
189,TTS,1,21,17371,10.8,0611,2345,0618,2345,0617,2345,Clementi Ave 6,Blk 201,1.32058194734278,103.76356592222618
189,TTS,1,22,12201,11.5,0612,2346,0619,2346,0619,2346,Clementi Ave 6,Logishub @ Clementi,1.32670826856501,103.76399509585458
189,TTS,1,23,42311,13.1,0615,2349,0622,2349,0622,2349,Bt Batok East Ave 3,Opp Burgundy Hill,1.33865749997067,103.76028055601957
189,TTS,1,24,43311,13.6,0616,2350,0623,2350,0623,2350,Bt Batok St 23,Midview Bldg,1.339803833761,103.7569546828678
189,TTS,1,25,43211,13.8,0617,2351,0624,2351,0624,2351,Bt Batok St 23,Sbst Bt Batok Depot,1.34087277799084,103.75507916698768
189,TTS,1,26,43501,14.2,0618,2352,0625,2352,0625,2352,Bt Batok St 23,Opp Blk 291E,1.34376366037202,103.754237768717
