address,latitude,longitude,postal_code,building,road_name
216 ANG MO KIO AVE 1,1.36619678831054,103.841505011903,560216,ANG MO KIO 22,ANG MO KIO AVENUE 1
211 ANG MO KIO AVE 3,1.369196965617,103.841666636086,560211,NIL,ANG MO KIO AVENUE 3
202 ANG MO KIO AVE 3,1.36845752328237,103.844515336938,560202,OCBC ANG MO KIO AVE 3,ANG MO KIO AVENUE 3
235 ANG MO KIO AVE 3,1.36682360872342,103.83649123351,560235,KEBUN BARU PALM VIEW,ANG MO KIO AVENUE 3
232 ANG MO KIO AVE 3,1.36834606813391,103.837196046409,560232,KEBUN BARU PALM VIEW,ANG MO KIO AVENUE 3
308 ANG MO KIO AVE 1,1.36569665029696,103.844347269095,563308,TECK GHEE VISTA,ANG MO KIO AVENUE 1
220 ANG MO KIO AVE 1,1.36558833593063,103.840518883254,560220,ANG MO KIO GROVE,ANG MO KIO AVENUE 1
219 ANG MO KIO AVE 1,1.36598198004505,103.840654039612,560219,ANG MO KIO GROVE,ANG MO KIO AVENUE 1
320 ANG MO KIO AVE 1,1.36559244608528,103.848386744168,560320,STAR LEARNERS @ ANG MO KIO PTE. LTD.,ANG MO KIO AVENUE 1
223 ANG MO KIO AVE 1,1.36604808445916,103.838122716883,560223,NIL,ANG MO KIO AVENUE 1
230 ANG MO KIO AVE 3,1.36875041500147,103.837993360863,560230,THE ANG MO KIO FAMILY SERVICE CENTRE (ANG MO KIO),ANG MO KIO AVENUE 3
329 ANG MO KIO AVE 3,1.36659908629034,103.846874419073,560329,ANG MO KIO 31,ANG MO KIO AVENUE 3
313 ANG MO KIO AVE 3,1.36664972640598,103.850133665442,560313,TECK GHEE EVERGREEN,ANG MO KIO AVENUE 3
117 ANG MO KIO AVE 4,1.3737170825368,103.835610469339,560117,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 4
110 ANG MO KIO AVE 4,1.37045937010888,103.837419259859,560110,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 4
343 ANG MO KIO AVE 3,1.36837474759489,103.849151113749,560343,MY FIRST SKOOL,ANG MO KIO AVENUE 3
345 ANG MO KIO AVE 3,1.36748702509964,103.849651723914,560345,TECK GHEE EVERGREEN,ANG MO KIO AVENUE 3
346 ANG MO KIO AVE 3,1.36709586875167,103.84966230288,560346,TECK GHEE EVERGREEN,ANG MO KIO AVENUE 3
121 ANG MO KIO AVE 3,1.36970563478325,103.843515981311,560121,NIL,ANG MO KIO AVENUE 3
129 ANG MO KIO AVE 3,1.36989498895756,103.842059049722,560129,YIO CHU KANG VILLE,ANG MO KIO AVENUE 3
130 ANG MO KIO AVE 3,1.37039791675237,103.841878840032,560130,YIO CHU KANG VILLE,ANG MO KIO AVENUE 3
128 ANG MO KIO AVE 3,1.37083202800001,103.843546990613,560128,NIL,ANG MO KIO AVENUE 3
127 ANG MO KIO AVE 3,1.37122322102767,103.843593321222,560127,NIL,ANG MO KIO AVENUE 3
126 ANG MO KIO AVE 3,1.37164990020956,103.843644176374,560126,NIL,ANG MO KIO AVENUE 3
403 ANG MO KIO AVE 10,1.36126901451361,103.854642365822,560403,NIL,ANG MO KIO AVENUE 10
404 ANG MO KIO AVE 10,1.36167767060852,103.854726492538,560404,NIL,ANG MO KIO AVENUE 10
405 ANG MO KIO AVE 10,1.36157912717139,103.853805386957,560405,NIL,ANG MO KIO AVENUE 10
417 ANG MO KIO AVE 10,1.36495953274783,103.855197097728,560417,TECK GHEE HEARTLANDS,ANG MO KIO AVENUE 10
418 ANG MO KIO AVE 10,1.3649460137791,103.854043379775,560418,TECK GHEE HEARTLANDS,ANG MO KIO AVENUE 10
419 ANG MO KIO AVE 10,1.36534669720177,103.85415182597,560419,TECK GHEE HEARTLANDS,ANG MO KIO AVENUE 10
441 ANG MO KIO AVE 10,1.36605027829032,103.854168309853,560441,NIL,ANG MO KIO AVENUE 10
442 ANG MO KIO AVE 10,1.36565326940253,103.855232195496,560442,NIL,ANG MO KIO AVENUE 10
443 ANG MO KIO AVE 10,1.36604388871674,103.855368968681,560443,NIL,ANG MO KIO AVENUE 10
444 ANG MO KIO AVE 10,1.36660045321147,103.855578790668,560444,NIL,ANG MO KIO AVENUE 10
450 ANG MO KIO AVE 10,1.36848406233048,103.855468149019,560450,CHONG BOON CENTRE,ANG MO KIO AVENUE 10
435 ANG MO KIO AVE 10,1.36770367834269,103.854214313011,560435,CHONG BOON RISE,ANG MO KIO AVENUE 10
433 ANG MO KIO AVE 10,1.36807652285135,103.854353042615,560433,CHONG BOON RISE,ANG MO KIO AVENUE 10
434 ANG MO KIO AVE 10,1.3678915069194,103.85345502653,560434,CHONG BOON RISE,ANG MO KIO AVENUE 10
424 ANG MO KIO AVE 3,1.36860660305158,103.850808805402,560424,CHONG BOON VIEW,ANG MO KIO AVENUE 3
425 ANG MO KIO AVE 3,1.36915358068729,103.851746834886,560425,THONG CHAI MEDICAL INSTITUTION - ANG MO KIO,ANG MO KIO AVENUE 3
466 ANG MO KIO AVE 10,1.36581960620891,103.857061597256,560466,TECK GHEE HORIZON,ANG MO KIO AVENUE 10
471 ANG MO KIO AVE 10,1.36346600647245,103.856702918462,560471,TECK GHEE HORIZON,ANG MO KIO AVENUE 10
474 ANG MO KIO AVE 10,1.36275784702216,103.858015323667,560474,TECK GHEE HORIZON,ANG MO KIO AVENUE 10
570 ANG MO KIO AVE 3,1.3697435855576,103.856023138277,560570,CHENG SAN COURT,ANG MO KIO AVENUE 3
586 ANG MO KIO AVE 3,1.37030352965928,103.853455898206,560586,CHENG SAN COURT,ANG MO KIO AVENUE 3
465 ANG MO KIO AVE 10,1.3662010408294,103.857200967235,560465,TECK GHEE HORIZON,ANG MO KIO AVENUE 10
463 ANG MO KIO AVE 10,1.36711621129028,103.85713855795,NIL,NIL,ANG MO KIO AVENUE 10
564 ANG MO KIO AVE 3,1.36984837555524,103.859404131956,560564,NIL,ANG MO KIO AVENUE 3
560 ANG MO KIO AVE 10,1.37081626777721,103.859192334256,560560,NIL,ANG MO KIO AVENUE 10
558 ANG MO KIO AVE 10,1.37123613284274,103.859192016193,560558,NIL,ANG MO KIO AVENUE 10
559 ANG MO KIO AVE 10,1.37099810674697,103.857856391877,560559,CHENG SAN PLACE,ANG MO KIO AVENUE 10
538 ANG MO KIO AVE 5,1.37559336678106,103.853347801104,560538,CHENG SAN VIEW,ANG MO KIO AVENUE 5
534 ANG MO KIO AVE 10,1.37405846295585,103.854168170426,560534,CHENG SAN VIEW,ANG MO KIO AVENUE 10
601 ANG MO KIO AVE 5,1.38104134784496,103.835131744823,560601,MY FIRST SKOOL,ANG MO KIO AVENUE 5
603 ANG MO KIO AVE 5,1.38020079047279,103.83575571651,560603,YIO CHU KANG GREEN,ANG MO KIO AVENUE 5
604 ANG MO KIO AVE 5,1.37986658053966,103.835976650638,560604,YIO CHU KANG GREEN,ANG MO KIO AVENUE 5
608 ANG MO KIO AVE 5,1.37858209980487,103.836760311526,560608,YIO CHU KANG GREEN,ANG MO KIO AVENUE 5
611 ANG MO KIO AVE 5,1.37829205312001,103.837251895809,560611,YIO CHU KANG GREEN,ANG MO KIO AVENUE 5
505 ANG MO KIO AVE 8,1.37485446863611,103.8502086106,560505,DBS ANG MO KIO AVENUE 8,ANG MO KIO AVENUE 8
503 ANG MO KIO AVE 5,1.37546163119278,103.848942047568,560503,CHENG SAN CREST,ANG MO KIO AVENUE 5
610 ANG MO KIO AVE 4,1.37939470300077,103.839157232686,560610,THE SALVATION ARMY ANG MO KIO CHILD CARE CENTRE,ANG MO KIO AVENUE 4
607 ANG MO KIO AVE 4,1.38046758670091,103.838816721629,560607,YIO CHU KANG GREEN,ANG MO KIO AVENUE 4
524 ANG MO KIO AVE 5,1.3733782941643,103.853042534069,560524,NIL,ANG MO KIO AVENUE 5
513 ANG MO KIO AVE 8,1.37274887735559,103.850191392582,560513,YWCA ANG MO KIO CHILD DEVELOPMENT CENTRE,ANG MO KIO AVENUE 8
643 ANG MO KIO AVE 5,1.3775062692911,103.840557182306,560643,ANG MO KIO 61,ANG MO KIO AVENUE 5
542 ANG MO KIO AVE 10,1.37473841331656,103.855876768354,560542,CHENG SAN GREEN,ANG MO KIO AVENUE 10
548 ANG MO KIO AVE 10,1.37291376311161,103.85704609864,560548,CHENG SAN PLACE,ANG MO KIO AVENUE 10
550 ANG MO KIO AVE 10,1.37360769512088,103.85820494173,560550,NIL,ANG MO KIO AVENUE 10
639 ANG MO KIO AVE 6,1.37991705223333,103.842458367015,560639,YIO CHU KANG HEIGHTS,ANG MO KIO AVENUE 6
637 ANG MO KIO AVE 6,1.38036187235317,103.842334616577,560637,YIO CHU KANG HEIGHTS,ANG MO KIO AVENUE 6
330 ANG MO KIO AVE 1,1.36243186402478,103.851030689651,560330,TECK GHEE VIEW,ANG MO KIO AVENUE 1
333 ANG MO KIO AVE 1,1.3613425564061,103.851698621454,560333,TECK GHEE VIEW,ANG MO KIO AVENUE 1
156 ANG MO KIO AVE 4,1.37549519574964,103.839947470774,560156,YIO CHU KANG GROVE,ANG MO KIO AVENUE 4
152 ANG MO KIO AVE 5,1.3766876256746,103.840159506601,560152,YIO CHU KANG GROVE,ANG MO KIO AVENUE 5
178 ANG MO KIO AVE 4,1.37619319942083,103.837038191014,560178,KEBUN BARU LINK 2,ANG MO KIO AVENUE 4
180 ANG MO KIO AVE 5,1.37667706463381,103.838361037555,560180,KEBUN BARU LINK 2,ANG MO KIO AVENUE 5
209 ANG MO KIO AVE 3,1.36897079641509,103.843284524871,560209,NIL,ANG MO KIO AVENUE 3
231 ANG MO KIO AVE 3,1.36856103572357,103.837525234344,560231,KEBUN BARU PALM VIEW,ANG MO KIO AVENUE 3
254 ANG MO KIO AVE 4,1.37020344042146,103.834687722549,560254,KEBUN BARU VIEW,ANG MO KIO AVENUE 4
103 ANG MO KIO AVE 3,1.37101657804604,103.839304839187,560103,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 3
105 ANG MO KIO AVE 4,1.37231328287072,103.837601112788,560105,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 4
344 ANG MO KIO AVE 3,1.36797705108684,103.849264839398,560344,TECK GHEE EVERGREEN,ANG MO KIO AVENUE 3
324 ANG MO KIO AVE 3,1.36833392201705,103.846879231399,560324,ANG MO KIO 31,ANG MO KIO AVENUE 3
120 ANG MO KIO AVE 3,1.37004739686133,103.844594754874,560120,NIL,ANG MO KIO AVENUE 3
124 ANG MO KIO AVE 6,1.37089437302087,103.84471400677,NIL,NIL,ANG MO KIO AVENUE 6
414 ANG MO KIO AVE 10,1.36390466431674,103.853913839503,560414,TECK GHEE HEARTLANDS,ANG MO KIO AVENUE 10
438 ANG MO KIO AVE 10,1.3669708169506,103.853906591778,560438,CHONG BOON RISE,ANG MO KIO AVENUE 10
427 ANG MO KIO AVE 3,1.36931185924705,103.854550605629,560427,CHONG BOON HEIGHTS,ANG MO KIO AVENUE 3
428 ANG MO KIO AVE 3,1.36893906457102,103.854412288513,560428,CHONG BOON HEIGHTS,ANG MO KIO AVENUE 3
473 ANG MO KIO AVE 10,1.36305380914637,103.856846002568,560473,TECK GHEE HORIZON,ANG MO KIO AVENUE 10
573 ANG MO KIO AVE 3,1.37056143999067,103.854823102785,560573,CHENG SAN COURT,ANG MO KIO AVENUE 3
585 ANG MO KIO AVE 3,1.37059756050933,103.852367040901,560585,CHENG SAN COURT,ANG MO KIO AVENUE 3
456 ANG MO KIO AVE 10,1.36716071992678,103.858658520644,560456,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10
544 ANG MO KIO AVE 10,1.37395961943023,103.856471368511,560544,CHENG SAN GREEN,ANG MO KIO AVENUE 10
640 ANG MO KIO AVE 6,1.38003436037009,103.843606664405,560640,YIO CHU KANG HEIGHTS,ANG MO KIO AVENUE 6
638 ANG MO KIO AVE 6,1.38045705352577,103.843570633993,560638,YIO CHU KANG HEIGHTS,ANG MO KIO AVENUE 6
646 ANG MO KIO AVE 6,1.37939517687868,103.843763599411,560646,ANG MO KIO 61,ANG MO KIO AVENUE 6
150 ANG MO KIO AVE 5,1.37680678506745,103.842017962576,560150,YIO CHU KANG GROVE,ANG MO KIO AVENUE 5
179 ANG MO KIO AVE 5,1.37690418077298,103.836218103538,560179,KEBUN BARU LINK 2,ANG MO KIO AVENUE 5
336 ANG MO KIO AVE 1,1.3635938468353,103.851784409615,560336,ANANIAS CENTRE (AMK),ANG MO KIO AVENUE 1
335 ANG MO KIO AVE 1,1.36320996798464,103.850690597254,560335,TECK GHEE VIEW,ANG MO KIO AVENUE 1
401 ANG MO KIO AVE 10,1.36101765642805,103.855387562453,560401,NIL,ANG MO KIO AVENUE 10
439 ANG MO KIO AVE 10,1.36629197864802,103.85349630883,560439,NIL,ANG MO KIO AVENUE 10
430 ANG MO KIO AVE 3,1.36899287777802,103.85276134968,560430,CHONG BOON HEIGHTS,ANG MO KIO AVENUE 3
460 ANG MO KIO AVE 10,1.36633947709831,103.859122319513,560460,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10
459 ANG MO KIO AVE 10,1.36701964480661,103.859377190201,560459,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10
716 ANG MO KIO AVE 6,1.37147783065153,103.845868750998,560716,NIL,ANG MO KIO AVENUE 6
545 ANG MO KIO AVE 10,1.37317921904936,103.856294541429,560545,CHENG SAN GREEN,ANG MO KIO AVENUE 10
620 ANG MO KIO AVE 9,1.38244082944044,103.839546376827,560620,NIL,ANG MO KIO AVENUE 9
622 ANG MO KIO AVE 9,1.382064341745,103.839741864292,560622,NIL,ANG MO KIO AVENUE 9
259 ANG MO KIO AVE 2,1.36858148248531,103.831557777899,560259,THE CLOVER @ KEBUN BARU,ANG MO KIO AVENUE 2
101 ANG MO KIO AVE 3,1.37026158388486,103.839467898898,560101,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 3
620 BEDOK RESERVOIR RD,1.33433432226397,103.917712559288,470620,EUNOS HEIGHTS,BEDOK RESERVOIR ROAD
534 BEDOK NTH ST 3,1.33303698213001,103.924812248346,460534,NIL,BEDOK NORTH STREET 3
18 BEDOK STH RD,1.32043932800483,103.934781862165,460018,DBS BEDOK SOUTH ROAD,BEDOK SOUTH ROAD
28 NEW UPP CHANGI RD,1.32369451969703,103.934994919422,460028,NIL,NEW UPPER CHANGI ROAD
29 NEW UPP CHANGI RD,1.32395813360222,103.936341250384,464029,NIL,NEW UPPER CHANGI ROAD
30 NEW UPP CHANGI RD,1.32352678248226,103.936423896498,461030,NIL,NEW UPPER CHANGI ROAD
75 BEDOK NTH RD,1.32791477933184,103.942144427101,460075,NIL,BEDOK NORTH ROAD
76 BEDOK NTH RD,1.3282966654865,103.942067527916,460076,NIL,BEDOK NORTH ROAD
501 BEDOK NTH ST 3,1.33164071248973,103.931167665142,460501,KAKI BUKIT VILLE,BEDOK NORTH STREET 3
502 BEDOK NTH ST 3,1.331245062192,103.931244293846,460502,KAKI BUKIT VILLE,BEDOK NORTH STREET 3
503 BEDOK NTH ST 3,1.33148387479968,103.932465913287,460503,KAKI BUKIT VILLE,BEDOK NORTH STREET 3
504 BEDOK NTH ST 3,1.33188000305479,103.932389359044,460504,KAKI BUKIT VILLE,BEDOK NORTH STREET 3
2 BEDOK STH AVE 1,1.32130118793544,103.933299574181,460002,NIL,BEDOK SOUTH AVENUE 1
20 CHAI CHEE RD,1.32627271243233,103.922885287154,461020,PING-AN GARDENS,CHAI CHEE ROAD
21 CHAI CHEE RD,1.32577850604228,103.922424710131,461021,PING-AN GARDENS,CHAI CHEE ROAD
59 CHAI CHEE RD,1.32488916644196,103.920246730461,460059,PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE BLK 59 (KN),CHAI CHEE ROAD
58 CHAI CHEE DR,1.32591889491418,103.919756859417,460058,PING-AN GARDENS,CHAI CHEE DRIVE
55 CHAI CHEE DR,1.32684846948333,103.919015573079,460055,PING-AN GARDENS,CHAI CHEE DRIVE
22 BEDOK STH AVE 1,1.3228317365472,103.932852166088,460022,NIL,BEDOK SOUTH AVENUE 1
105 BEDOK NTH AVE 4,1.33372280929,103.936517719048,460105,PEARL GARDEN,BEDOK NORTH AVENUE 4
104 BEDOK NTH AVE 4,1.3332985212474,103.936601473643,460104,PEARL GARDEN,BEDOK NORTH AVENUE 4
107 BEDOK NTH RD,1.33231740745783,103.936301267285,460107,FENGSHAN ESTATE,BEDOK NORTH ROAD
110 BEDOK NTH RD,1.33247206352435,103.934860475522,460110,FENGSHAN ESTATE,BEDOK NORTH ROAD
69 BEDOK STH AVE 3,1.31935026360524,103.943632360195,460069,SIGLAP LUCKY VALLEY,BEDOK SOUTH AVENUE 3
33 BEDOK STH AVE 2,1.32283703302242,103.939124525951,460033,NIL,BEDOK SOUTH AVENUE 2
46 BEDOK STH AVE 3,1.32252861118059,103.94266640871,460046,NIL,BEDOK SOUTH AVENUE 3
117 BEDOK NTH RD,1.33065454769523,103.938496275607,460117,NIL,BEDOK NORTH ROAD
116 BEDOK NTH RD,1.33100823526591,103.938066838998,460116,NIL,BEDOK NORTH ROAD
115 BEDOK NTH RD,1.33143368026417,103.936865404278,460115,NIL,BEDOK NORTH ROAD
125 BEDOK NTH RD,1.32884321524242,103.939123687022,460125,NIL,BEDOK NORTH ROAD
124 BEDOK NTH RD,1.32925881944574,103.939046430321,460124,NIL,BEDOK NORTH ROAD
128 BEDOK NTH ST 2,1.327740236451,103.939005696963,460128,NIL,BEDOK NORTH STREET 2
129 BEDOK NTH ST 2,1.32755443192195,103.938030484223,460129,NIL,BEDOK NORTH STREET 2
138 BEDOK NTH ST 2,1.33001011188999,103.936343483972,460138,NIL,BEDOK NORTH STREET 2
87 BEDOK NTH ST 4,1.33250261426447,103.938587125421,460087,NIL,BEDOK NORTH STREET 4
100 BEDOK NTH AVE 4,1.3343559340081,103.939032711241,460100,PEARL GARDEN,BEDOK NORTH AVENUE 4
412 BEDOK NTH AVE 2,1.32929126082802,103.931090689284,460412,NIL,BEDOK NORTH AVENUE 2
402 BEDOK NTH AVE 3,1.33055472908632,103.933686723902,460402,RAINBOW VILLE,BEDOK NORTH AVENUE 3
401 BEDOK NTH AVE 3,1.33098173461878,103.933604621756,460401,RAINBOW VILLE,BEDOK NORTH AVENUE 3
425 BEDOK NTH RD,1.32936960154503,103.929067536324,460425,GARDEN HILL,BEDOK NORTH ROAD
416 BEDOK NTH AVE 2,1.32840382815915,103.930684870347,460416,GARDEN HILL,BEDOK NORTH AVENUE 2
418 BEDOK NTH AVE 2,1.32856421177174,103.930036524233,460418,GARDEN HILL,BEDOK NORTH AVENUE 2
424 BEDOK NTH AVE 1,1.32842001017396,103.927482674529,460424,GARDEN HILL,BEDOK NORTH AVENUE 1
419 BEDOK NTH ST 1,1.32696621417456,103.928135771625,460419,GARDEN HILL,BEDOK NORTH STREET 1
136 BEDOK NTH AVE 3,1.32815498828204,103.93522082327,460136,NIL,BEDOK NORTH AVENUE 3
529 BEDOK NTH ST 3,1.33426946144275,103.926542284602,460529,NIL,BEDOK NORTH STREET 3
510 BEDOK NTH ST 3,1.33212313291916,103.93105149637,460510,NIL,BEDOK NORTH STREET 3
525 BEDOK NTH ST 3,1.33460113941761,103.929445271638,460525,NIL,BEDOK NORTH STREET 3
202 BEDOK NTH ST 1,1.32565628436985,103.927990975389,460202,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1
218 BEDOK NTH ST 1,1.32749295541456,103.934249434214,460218,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1
213 BEDOK NTH ST 1,1.32635298072477,103.932637214105,460213,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1
532 BEDOK NTH ST 3,1.33419173917878,103.925386600613,460532,NIL,BEDOK NORTH STREET 3
533 BEDOK NTH ST 3,1.33358016248275,103.92421866691,460533,NIL,BEDOK NORTH STREET 3
536 BEDOK NTH ST 3,1.3335411894605,103.923190774432,460536,NIL,BEDOK NORTH STREET 3
537 BEDOK NTH ST 3,1.33177300757048,103.924236461237,460537,NIL,BEDOK NORTH STREET 3
44 CHAI CHEE ST,1.32901430131171,103.925667777871,461044,PING YI GARDENS,CHAI CHEE STREET
540 BEDOK NTH ST 3,1.33112972920094,103.922092625931,460540,BEDOK NORTH GREEN,BEDOK NORTH STREET 3
702 BEDOK RESERVOIR RD,1.33723650407652,103.918924437798,470702,RESERVOIR RISE,BEDOK RESERVOIR ROAD
615 BEDOK RESERVOIR RD,1.33224981185032,103.915868711978,470615,EUNOS GROVE,BEDOK RESERVOIR ROAD
712 BEDOK RESERVOIR RD,1.33590729186163,103.922634043137,470712,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD
50 CHAI CHEE ST,1.32930431416537,103.922415807329,461050,CHAI CHEE GARDENS,CHAI CHEE STREET
54 CHAI CHEE ST,1.32947840879761,103.921105111921,460054,CHAI CHEE GARDENS,CHAI CHEE STREET
606 BEDOK RESERVOIR RD,1.33122227931301,103.913799873642,470606,EUNOS RAINBOW,BEDOK RESERVOIR ROAD
616 BEDOK RESERVOIR RD,1.33182713238417,103.914991045591,470616,DBS BEDOK RESERVOIR ROAD,BEDOK RESERVOIR ROAD
15 BEDOK STH RD,1.32090966739298,103.935541944296,460015,NIL,BEDOK SOUTH ROAD
34 BEDOK STH AVE 2,1.32205652925918,103.93835472666,460034,BEDOK SOUTH PARKVIEW,BEDOK SOUTH AVENUE 2
36 BEDOK STH AVE 2,1.32163299655185,103.938441289401,460036,BEDOK SOUTH PARKVIEW,BEDOK SOUTH AVENUE 2
35 BEDOK STH AVE 2,1.32233220742919,103.939766219283,460035,BEDOK SOUTH PARKVIEW,BEDOK SOUTH AVENUE 2
41 BEDOK STH RD,1.32105071817917,103.94080318215,460041,BEDOK SOUTH PARKVIEW,BEDOK SOUTH ROAD
42 BEDOK STH RD,1.32147847826862,103.940721046918,460042,BEDOK SOUTH PARKVIEW,BEDOK SOUTH ROAD
53 NEW UPP CHANGI RD,1.32432684067535,103.942429994179,461053,NIL,NEW UPPER CHANGI ROAD
51 NEW UPP CHANGI RD,1.32342985805207,103.942269407116,461051,NIL,NEW UPPER CHANGI ROAD
8 BEDOK STH AVE 2,1.32284176978435,103.936046815062,460008,NIL,BEDOK SOUTH AVENUE 2
718 BEDOK RESERVOIR RD,1.3366305993765,103.92574851611,470718,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD
724 BEDOK RESERVOIR RD,1.33714403979137,103.928433830286,470724,RESERVOIR VIEW,BEDOK RESERVOIR ROAD
166 BEDOK STH AVE 3,1.32004079860245,103.945196685812,460166,SIGLAP EAST,BEDOK SOUTH AVENUE 3
71 BEDOK STH RD,1.32041601736618,103.942732310081,460071,SIGLAP LUCKY VALLEY,BEDOK SOUTH ROAD
82 BEDOK NTH RD,1.32953680475668,103.940406562732,460082,NIL,BEDOK NORTH ROAD
78 BEDOK NTH RD,1.32726007220341,103.940848770214,460078,NIL,BEDOK NORTH ROAD
79 BEDOK NTH RD,1.32769194470055,103.940763685492,460079,NIL,BEDOK NORTH ROAD
80 BEDOK NTH RD,1.32848132017235,103.940611608837,460080,NIL,BEDOK NORTH ROAD
134 BEDOK NTH ST 2,1.32832133313255,103.93658216345,460134,NIL,BEDOK NORTH STREET 2
126 BEDOK NTH ST 2,1.3281683000397,103.938917890645,460126,NIL,BEDOK NORTH STREET 2
130 BEDOK NTH ST 2,1.32716150771949,103.936824833587,460130,NIL,BEDOK NORTH STREET 2
132 BEDOK NTH ST 2,1.32775288998395,103.936709340476,460132,NIL,BEDOK NORTH STREET 2
131 BEDOK NTH AVE 3,1.3269699402053,103.93585007622,460131,NIL,BEDOK NORTH AVENUE 3
133 BEDOK NTH AVE 3,1.32754842669276,103.935739668534,460133,DBS BEDOK NORTH AVENUE 3,BEDOK NORTH AVENUE 3
121 BEDOK NTH RD,1.32964201790706,103.938821071117,460121,NIL,BEDOK NORTH ROAD
89 BEDOK NTH ST 4,1.33295683726302,103.938220862136,460089,OCBC BEDOK NORTH ST 4 - FAIRPRICE,BEDOK NORTH STREET 4
62 NEW UPP CHANGI RD,1.32332667400534,103.940030188552,461062,NIL,NEW UPPER CHANGI ROAD
422 BEDOK NTH RD,1.32868929343533,103.928893754255,460422,GARDEN HILL,BEDOK NORTH ROAD
427 BEDOK NTH RD,1.32910888380153,103.92773420389,460427,GARDEN HILL,BEDOK NORTH ROAD
507 BEDOK NTH AVE 3,1.33298071677208,103.93259903289,460507,KAKI BUKIT VILLE,BEDOK NORTH AVENUE 3
508 BEDOK NTH AVE 3,1.33340011898402,103.932519442702,460508,MORNING STAR COMMUNITY SERVICES (BEDOK NORTH),BEDOK NORTH AVENUE 3
517 BEDOK NTH AVE 2,1.33108906602956,103.929204536012,460517,KAKI BUKIT GREEN,BEDOK NORTH AVENUE 2
95 BEDOK NTH AVE 4,1.33386999449984,103.94205674836,460095,NIL,BEDOK NORTH AVENUE 4
93 BEDOK NTH AVE 4,1.33288899931346,103.941309734338,460093,NIL,BEDOK NORTH AVENUE 4
43 CHAI CHEE ST,1.32834668503077,103.925654810377,461043,PING YI GARDENS,CHAI CHEE STREET
404 BEDOK NTH AVE 3,1.32937492395032,103.933926939087,460404,RAINBOW VILLE,BEDOK NORTH AVENUE 3
403 BEDOK NTH AVE 3,1.32979984749858,103.933844368582,460403,RAINBOW VILLE,BEDOK NORTH AVENUE 3
543 BEDOK NTH ST 3,1.33033659434823,103.923223544145,460543,BEDOK NORTH GREEN,BEDOK NORTH STREET 3
547 BEDOK NTH ST 3,1.33033113628205,103.925432072872,460547,BEDOK NORTH GREEN,BEDOK NORTH STREET 3
708 BEDOK NTH RD,1.33503645745879,103.919311961318,470708,RESERVOIR RISE,BEDOK NORTH ROAD
707 BEDOK NTH RD,1.33546649823112,103.919288377804,470707,RESERVOIR RISE,BEDOK NORTH ROAD
622 BEDOK RESERVOIR RD,1.3340607503551,103.916898741089,470622,EUNOS HEIGHTS,BEDOK RESERVOIR ROAD
713 BEDOK RESERVOIR RD,1.33631180600308,103.922392167199,470713,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD
609 BEDOK RESERVOIR RD,1.33183921459218,103.912364855077,470609,EUNOS RAINBOW,BEDOK RESERVOIR ROAD
61 CHAI CHEE RD,1.32510871928237,103.920738188884,460061,PING-AN GARDENS,CHAI CHEE ROAD
56 CHAI CHEE DR,1.32635040550492,103.920064202822,460056,PING-AN GARDENS,CHAI CHEE DRIVE
165 BEDOK STH RD,1.32030892324763,103.946089973664,460165,SIGLAP EAST,BEDOK SOUTH ROAD
505 BEDOK NTH AVE 3,1.33182838179324,103.933338253415,460505,KAKI BUKIT VILLE,BEDOK NORTH AVENUE 3
417 BEDOK NTH AVE 2,1.32757551222487,103.930482353534,460417,GARDEN HILL,BEDOK NORTH AVENUE 2
710 BEDOK RESERVOIR RD,1.3355737307958,103.923820023145,470710,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD
613 BEDOK RESERVOIR RD,1.33189327383579,103.917026960083,470613,EUNOS GROVE,BEDOK RESERVOIR ROAD
602 BEDOK RESERVOIR RD,1.32934898685946,103.911583237057,470602,EUNOS RAINBOW,BEDOK RESERVOIR ROAD
603 BEDOK RESERVOIR RD,1.33000183975836,103.912464022386,470603,EUNOS RAINBOW,BEDOK RESERVOIR ROAD
605 BEDOK RESERVOIR RD,1.33023693207314,103.913508109392,470605,EUNOS RAINBOW,BEDOK RESERVOIR ROAD
112 BEDOK RESERVOIR RD,1.32969408806205,103.910490219171,470112,EUNOS VISTA,BEDOK RESERVOIR ROAD
1 CHAI CHEE RD,1.32796879176302,103.922716018139,461001,PING YI GARDENS,CHAI CHEE ROAD
